,time/s,full,bubble
4720,4.72,1.03518,1.04314
4721,4.721,1.03636,1.03796
4722,4.722,1.0383,1.03898
4723,4.723,1.03864,1.03932
4724,4.724,1.04008,1.03839
4725,4.725,1.03915,1.03611
4726,4.726,1.03636,1.03259
4727,4.727,1.0394,1.031
4728,4.728,1.03788,1.02686
4729,4.729,1.03796,1.0208
4730,4.73,1.03771,1.0191
4731,4.731,1.03636,1.02072
4732,4.732,1.03898,1.02794
4733,4.733,1.03915,1.03602
4734,4.734,1.03712,1.03813
4735,4.735,1.03822,1.03881
4736,4.736,1.03729,1.0383
4737,4.737,1.03872,1.04059
4738,4.738,1.03703,1.03949
4739,4.739,1.03695,1.04042
4740,4.74,1.03661,1.03949
4741,4.741,1.03754,1.03796
4742,4.742,1.03746,1.03847
4743,4.743,1.03644,1.04093
4744,4.744,1.03872,1.03822
4745,4.745,1.03518,1.0383
4746,4.746,1.03703,1.03729
4747,4.747,1.03712,1.04144
4748,4.748,1.03763,1.03957
4749,4.749,1.0394,1.03493
4750,4.75,1.03661,1.03418
4751,4.751,1.03991,1.03923
4752,4.752,1.03737,1.04204
4753,4.753,1.03771,1.03763
4754,4.754,1.03644,1.03779
4755,4.755,1.03602,1.03805
4756,4.756,1.0383,1.03628
4757,4.757,1.03746,1.03864
4758,4.758,1.03754,1.03906
4759,4.759,1.03839,1.03763
4760,4.76,1.03712,1.03915
4761,4.761,1.03805,1.04093
4762,4.762,1.03409,1.03915
4763,4.763,1.03737,1.0372
4764,4.764,1.03966,1.03839
4765,4.765,1.03763,1.04042
4766,4.766,1.03805,1.0411
4767,4.767,1.03687,1.04016
4768,4.768,1.03535,1.03292
4769,4.769,1.03703,1.04016
4770,4.77,1.03661,1.04067
4771,4.771,1.03746,1.04383
4772,4.772,1.03932,1.04152
4773,4.773,1.03636,1.03923
4774,4.774,1.03746,1.04503
4775,4.775,1.03779,1.04272
4776,4.776,1.03822,1.04323
4777,4.777,1.0383,1.03966
4778,4.778,1.03898,1.0405
4779,4.779,1.0383,1.03999
4780,4.78,1.03847,1.04152
4781,4.781,1.03644,1.03805
4782,4.782,1.03712,1.03999
4783,4.783,1.03847,1.0394
4784,4.784,1.04263,1.0383
4785,4.785,1.03839,1.04033
4786,4.786,1.03898,1.0372
4787,4.787,1.03703,1.03788
4788,4.788,1.03898,1.03839
4789,4.789,1.03703,1.03889
4790,4.79,1.04076,1.03813
4791,4.791,1.03628,1.03805
4792,4.792,1.04118,1.03763
4793,4.793,1.03881,1.03923
4794,4.794,1.04033,1.04016
4795,4.795,1.03602,1.03678
4796,4.796,1.03779,1.03915
4797,4.797,1.03839,1.03982
4798,4.798,1.03847,1.03813
4799,4.799,1.03957,1.03889
4800,4.8,1.03754,1.03763
4801,4.801,1.03661,1.03485
4802,4.802,1.03813,1.03991
4803,4.803,1.03805,1.03822
4804,4.804,1.03763,1.03703
4805,4.805,1.03796,1.03451
4806,4.806,1.03729,1.03628
4807,4.807,1.0356,1.03855
4808,4.808,1.03864,1.04093
4809,4.809,1.03754,1.03966
4810,4.81,1.03788,1.03949
4811,4.811,1.03594,1.04306
4812,4.812,1.03586,1.04067
4813,4.813,1.03898,1.04238
4814,4.814,1.03737,1.0405
4815,4.815,1.03923,1.03695
4816,4.816,1.03779,1.03932
4817,4.817,1.03729,1.04314
4818,4.818,1.03898,1.0428
4819,4.819,1.03729,1.03915
4820,4.82,1.03594,1.03932
4821,4.821,1.03847,1.0446
4822,4.822,1.03881,1.03949
4823,4.823,1.03644,1.03949
4824,4.824,1.04084,1.03991
4825,4.825,1.03889,1.04118
4826,4.826,1.03796,1.03898
4827,4.827,1.03746,1.04118
4828,4.828,1.03855,1.03805
4829,4.829,1.03644,1.03695
4830,4.83,1.03729,1.03991
4831,4.831,1.0367,1.03999
4832,4.832,1.03864,1.03949
4833,4.833,1.03678,1.03796
4834,4.834,1.0356,1.0383
4835,4.835,1.03805,1.04008
4836,4.836,1.03678,1.04067
4837,4.837,1.03881,1.03359
4838,4.838,1.03602,1.03779
4839,4.839,1.03746,1.03746
4840,4.84,1.03788,1.04067
4841,4.841,1.03898,1.04152
4842,4.842,1.03602,1.03687
4843,4.843,1.03872,1.03932
4844,4.844,1.03796,1.03602
4845,4.845,1.03839,1.03999
4846,4.846,1.03695,1.04093
4847,4.847,1.03966,1.03855
4848,4.848,1.03754,1.03915
4849,4.849,1.04008,1.03889
4850,4.85,1.03847,1.03906
4851,4.851,1.03678,1.03974
4852,4.852,1.03847,1.03788
4853,4.853,1.03527,1.04152
4854,4.854,1.03712,1.03881
4855,4.855,1.03779,1.03906
4856,4.856,1.03915,1.03611
4857,4.857,1.0356,1.03771
4858,4.858,1.03636,1.03949
4859,4.859,1.03678,1.03991
4860,4.86,1.03974,1.04076
4861,4.861,1.03932,1.03763
4862,4.862,1.0372,1.03703
4863,4.863,1.03779,1.03771
4864,4.864,1.03822,1.04042
4865,4.865,1.0394,1.0394
4866,4.866,1.03687,1.03906
4867,4.867,1.03695,1.03881
4868,4.868,1.03644,1.04118
4869,4.869,1.04025,1.0394
4870,4.87,1.03847,1.03796
4871,4.871,1.03737,1.03923
4872,4.872,1.03703,1.04161
4873,4.873,1.0372,1.04306
4874,4.874,1.04067,1.04408
4875,4.875,1.03628,1.04152
4876,4.876,1.03569,1.04033
4877,4.877,1.03847,1.04067
4878,4.878,1.03779,1.0434
4879,4.879,1.03788,1.04323
4880,4.88,1.03898,1.03712
4881,4.881,1.03544,1.03999
4882,4.882,1.03881,1.04331
4883,4.883,1.03754,1.04144
4884,4.884,1.03518,1.03746
4885,4.885,1.03906,1.0405
4886,4.886,1.03805,1.04221
4887,4.887,1.03703,1.04238
4888,4.888,1.03889,1.04297
4889,4.889,1.03822,1.04238
4890,4.89,1.03712,1.03974
4891,4.891,1.03661,1.0452
4892,4.892,1.03628,1.04093
4893,4.893,1.04144,1.04084
4894,4.894,1.03687,1.03957
4895,4.895,1.03594,1.03409
4896,4.896,1.03611,1.03915
4897,4.897,1.0405,1.04025
4898,4.898,1.0372,1.03982
4899,4.899,1.04008,1.03695
4900,4.9,1.03468,1.03966
4901,4.901,1.0394,1.0351
4902,4.902,1.03872,1.03242
4903,4.903,1.0351,1.0325
4904,4.904,1.03712,1.03569
4905,4.905,1.03695,1.03839
4906,4.906,1.03619,1.04434
4907,4.907,1.03771,1.03687
4908,4.908,1.03982,1.0405
4909,4.909,1.03872,1.0394
4910,4.91,1.03661,1.03746
4911,4.911,1.03695,1.03259
4912,4.912,1.03746,1.02926
4913,4.913,1.03678,1.0325
4914,4.914,1.03847,1.0372
4915,4.915,1.03771,1.03932
4916,4.916,1.03932,1.04169
4917,4.917,1.03695,1.03966
4918,4.918,1.03695,1.04135
4919,4.919,1.03737,1.04323
4920,4.92,1.03881,1.04511
4921,4.921,1.03881,1.03712
4922,4.922,1.03703,1.02885
4923,4.923,1.03636,1.02563
4924,4.924,1.03644,1.02456
4925,4.925,1.03687,1.02121
4926,4.926,1.03906,1.01538
4927,4.927,1.03678,1.00797
4928,4.928,1.0394,0.99852
4929,4.929,1.03796,1.00038
4930,4.93,1.03796,1.0113
4931,4.931,1.03813,1.023
4932,4.932,1.03881,1.03042
4933,4.933,1.03687,1.03881
4934,4.934,1.03864,1.04169
4935,4.935,1.03661,1.04127
4936,4.936,1.03695,1.03898
4937,4.937,1.03476,1.0405
4938,4.938,1.03737,1.04272
4939,4.939,1.03813,1.04314
4940,4.94,1.03687,1.04084
4941,4.941,1.03881,1.03915
4942,4.942,1.0372,1.04169
4943,4.943,1.03923,1.04426
4944,4.944,1.03864,1.04349
4945,4.945,1.03881,1.03813
4946,4.946,1.03619,1.04212
4947,4.947,1.03847,1.03855
4948,4.948,1.03569,1.04297
4949,4.949,1.03771,1.04186
4950,4.95,1.03485,1.04169
4951,4.951,1.03678,1.04229
4952,4.952,1.03661,1.04349
4953,4.953,1.03703,1.04426
4954,4.954,1.04118,1.04204
4955,4.955,1.03906,1.04169
4956,4.956,1.03712,1.04127
4957,4.957,1.03661,1.03881
4958,4.958,1.03661,1.04289
4959,4.959,1.03771,1.04059
4960,4.96,1.03805,1.04221
4961,4.961,1.03636,1.04118
4962,4.962,1.03779,1.04033
4963,4.963,1.03754,1.04323
4964,4.964,1.03729,1.04255
4965,4.965,1.03737,1.03628
4966,4.966,1.0367,1.03889
4967,4.967,1.04042,1.04537
4968,4.968,1.03898,1.04314
4969,4.969,1.03932,1.04161
4970,4.97,1.03729,1.04366
4971,4.971,1.03771,1.0428
4972,4.972,1.03966,1.04042
4973,4.973,1.03779,1.03906
4974,4.974,1.04161,1.04067
4975,4.975,1.03644,1.04101
4976,4.976,1.03754,1.0383
4977,4.977,1.03771,1.04016
4978,4.978,1.03822,1.0405
4979,4.979,1.03569,1.04297
4980,4.98,1.03881,1.04272
4981,4.981,1.03476,1.04477
4982,4.982,1.03779,1.04025
4983,4.983,1.03569,1.03982
4984,4.984,1.03712,1.03872
4985,4.985,1.03628,1.04008
4986,4.986,1.03779,1.03661
4987,4.987,1.03544,1.03527
4988,4.988,1.03822,1.03949
4989,4.989,1.03847,1.04135
4990,4.99,1.03737,1.04357
4991,4.991,1.03729,1.04016
4992,4.992,1.03695,1.03687
4993,4.993,1.03779,1.04152
4994,4.994,1.04076,1.04186
4995,4.995,1.03636,1.04289
4996,4.996,1.03746,1.04204
4997,4.997,1.03763,1.04186
4998,4.998,1.04204,1.04076
4999,4.999,1.03586,1.04008
5000,5.0,1.03695,1.04486
5001,5.001,1.03898,1.03881
5002,5.002,1.03771,1.04238
5003,5.003,1.03712,1.04118
5004,5.004,1.03813,1.03999
5005,5.005,1.03468,1.04169
5006,5.006,1.03586,1.04025
5007,5.007,1.03619,1.04289
5008,5.008,1.03737,1.04195
5009,5.009,1.03687,1.04033
5010,5.01,1.03932,1.04101
5011,5.011,1.03644,1.03678
5012,5.012,1.03695,1.0405
5013,5.013,1.03493,1.04067
5014,5.014,1.03957,1.0405
5015,5.015,1.03864,1.03974
5016,5.016,1.03779,1.03754
5017,5.017,1.03644,1.04263
5018,5.018,1.03737,1.03966
5019,5.019,1.0372,1.03915
5020,5.02,1.03779,1.04331
5021,5.021,1.03594,1.04093
5022,5.022,1.03966,1.03906
5023,5.023,1.03695,1.04204
5024,5.024,1.03779,1.03729
5025,5.025,1.03855,1.03915
5026,5.026,1.0394,1.03957
5027,5.027,1.03881,1.04144
5028,5.028,1.03839,1.03957
5029,5.029,1.03872,1.03485
5030,5.03,1.03881,1.03915
5031,5.031,1.03703,1.04076
5032,5.032,1.03703,1.03966
5033,5.033,1.03661,1.03915
5034,5.034,1.03729,1.03619
5035,5.035,1.03746,1.03687
5036,5.036,1.0351,1.044
5037,5.037,1.03653,1.03957
5038,5.038,1.03949,1.03864
5039,5.039,1.03527,1.03881
5040,5.04,1.0367,1.04204
5041,5.041,1.03847,1.04451
5042,5.042,1.03999,1.03729
5043,5.043,1.03839,1.03889
5044,5.044,1.03881,1.03796
5045,5.045,1.03788,1.03974
5046,5.046,1.03729,1.03822
5047,5.047,1.03594,1.03779
5048,5.048,1.03881,1.03779
5049,5.049,1.03763,1.03847
5050,5.05,1.03754,1.03949
5051,5.051,1.03788,1.03999
5052,5.052,1.03746,1.03729
5053,5.053,1.04059,1.03805
5054,5.054,1.03434,1.03966
5055,5.055,1.03805,1.04289
5056,5.056,1.03999,1.04084
5057,5.057,1.03779,1.04135
5058,5.058,1.03703,1.04135
5059,5.059,1.0346,1.04349
5060,5.06,1.03949,1.04169
5061,5.061,1.04229,1.04127
5062,5.062,1.03813,1.04169
5063,5.063,1.03864,1.04204
5064,5.064,1.03813,1.03602
5065,5.065,1.03594,1.03991
5066,5.066,1.03737,1.03788
5067,5.067,1.03822,1.03805
5068,5.068,1.03915,1.04059
5069,5.069,1.03678,1.04067
5070,5.07,1.03653,1.0405
5071,5.071,1.03991,1.04118
5072,5.072,1.03822,1.03906
5073,5.073,1.03932,1.04042
5074,5.074,1.03518,1.0394
5075,5.075,1.04204,1.03729
5076,5.076,1.04025,1.03982
5077,5.077,1.0351,1.03949
5078,5.078,1.03982,1.04614
5079,5.079,1.03881,1.04589
5080,5.08,1.03661,1.03577
5081,5.081,1.03611,1.04186
5082,5.082,1.03712,1.03923
5083,5.083,1.03889,1.04067
5084,5.084,1.03763,1.04186
5085,5.085,1.03737,1.03966
5086,5.086,1.0394,1.04212
5087,5.087,1.03653,1.04204
5088,5.088,1.03746,1.03999
5089,5.089,1.03687,1.03746
5090,5.09,1.03729,1.03906
5091,5.091,1.03847,1.03864
5092,5.092,1.03602,1.04186
5093,5.093,1.03586,1.03847
5094,5.094,1.03611,1.03991
5095,5.095,1.03476,1.03864
5096,5.096,1.03813,1.04093
5097,5.097,1.03712,1.04144
5098,5.098,1.03746,1.03949
5099,5.099,1.0372,1.03813
5100,5.1,1.0394,1.04067
5101,5.101,1.03619,1.03974
5102,5.102,1.03628,1.03949
5103,5.103,1.0405,1.03991
5104,5.104,1.03881,1.03898
5105,5.105,1.03636,1.04016
5106,5.106,1.03644,1.04059
5107,5.107,1.0351,1.04033
5108,5.108,1.03805,1.03493
5109,5.109,1.03678,1.03822
5110,5.11,1.03577,1.03661
5111,5.111,1.03923,1.0405
5112,5.112,1.03653,1.04033
5113,5.113,1.03729,1.03661
5114,5.114,1.03788,1.0394
5115,5.115,1.03771,1.04263
5116,5.116,1.03535,1.04229
5117,5.117,1.03552,1.03855
5118,5.118,1.04169,1.03898
5119,5.119,1.0383,1.03982
5120,5.12,1.03712,1.04306
5121,5.121,1.03636,1.04161
5122,5.122,1.03754,1.03729
5123,5.123,1.03644,1.04212
5124,5.124,1.0372,1.04118
5125,5.125,1.03754,1.03957
5126,5.126,1.03813,1.03999
5127,5.127,1.03966,1.03847
5128,5.128,1.03754,1.04178
5129,5.129,1.03915,1.04212
5130,5.13,1.03703,1.04229
5131,5.131,1.03805,1.04084
5132,5.132,1.03746,1.03839
5133,5.133,1.03594,1.03703
5134,5.134,1.03737,1.04161
5135,5.135,1.03661,1.04093
5136,5.136,1.03451,1.03628
5137,5.137,1.03881,1.02407
5138,5.138,1.03602,1.03864
5139,5.139,1.03805,1.04042
5140,5.14,1.03796,1.0394
5141,5.141,1.03754,1.03687
5142,5.142,1.04033,1.03628
5143,5.143,1.03915,1.0351
5144,5.144,1.03957,1.03923
5145,5.145,1.03966,1.03644
5146,5.146,1.03737,1.03712
5147,5.147,1.04127,1.03949
5148,5.148,1.03628,1.03982
5149,5.149,1.03628,1.03822
5150,5.15,1.03619,1.03788
5151,5.151,1.03872,1.03644
5152,5.152,1.03586,1.03932
5153,5.153,1.03771,1.03957
5154,5.154,1.03678,1.03763
5155,5.155,1.03594,1.03485
5156,5.156,1.03619,1.03594
5157,5.157,1.0372,1.03796
5158,5.158,1.03864,1.04169
5159,5.159,1.03611,1.04101
5160,5.16,1.03695,1.03678
5161,5.161,1.04059,1.04272
5162,5.162,1.03619,1.03906
5163,5.163,1.03872,1.04263
5164,5.164,1.03712,1.0383
5165,5.165,1.03703,1.04169
5166,5.166,1.03729,1.04246
5167,5.167,1.0346,1.04084
5168,5.168,1.03763,1.04084
5169,5.169,1.03737,1.04169
5170,5.17,1.03949,1.04144
5171,5.171,1.0383,1.04255
5172,5.172,1.03763,1.04161
5173,5.173,1.03898,1.03957
5174,5.174,1.03822,1.04016
5175,5.175,1.03763,1.03966
5176,5.176,1.03932,1.04067
5177,5.177,1.03788,1.04076
5178,5.178,1.03822,1.03092
5179,5.179,1.03712,1.03906
5180,5.18,1.03678,1.04135
5181,5.181,1.03763,1.04033
5182,5.182,1.03805,1.0394
5183,5.183,1.03864,1.03586
5184,5.184,1.03822,1.03982
5185,5.185,1.0356,1.04144
5186,5.186,1.0372,1.0383
5187,5.187,1.03594,1.03754
5188,5.188,1.03518,1.03434
5189,5.189,1.0372,1.03839
5190,5.19,1.03611,1.03898
5191,5.191,1.03974,1.03813
5192,5.192,1.03611,1.03737
5193,5.193,1.03855,1.03923
5194,5.194,1.0383,1.04016
5195,5.195,1.03872,1.04135
5196,5.196,1.03839,1.0372
5197,5.197,1.03949,1.03763
5198,5.198,1.0351,1.03771
5199,5.199,1.03628,1.04016
5200,5.2,1.0367,1.04059
5201,5.201,1.03644,1.03915
5202,5.202,1.03822,1.04067
5203,5.203,1.03813,1.04084
5204,5.204,1.03527,1.04221
5205,5.205,1.03737,1.04127
5206,5.206,1.03763,1.0411
5207,5.207,1.0367,1.04042
5208,5.208,1.03898,1.04186
5209,5.209,1.03822,1.04033
5210,5.21,1.0383,1.04238
5211,5.211,1.03813,1.03915
5212,5.212,1.0372,1.04272
5213,5.213,1.03889,1.04306
5214,5.214,1.03687,1.03949
5215,5.215,1.04135,1.03712
5216,5.216,1.0372,1.04152
5217,5.217,1.03796,1.04025
5218,5.218,1.03855,1.04127
5219,5.219,1.03586,1.04528
5220,5.22,1.03485,1.04204
5221,5.221,1.0383,1.04272
5222,5.222,1.03577,1.04666
5223,5.223,1.03746,1.0446
5224,5.224,1.03932,1.04408
5225,5.225,1.03703,1.04144
5226,5.226,1.03644,1.04118
5227,5.227,1.03847,1.04246
5228,5.228,1.03991,1.04204
5229,5.229,1.03712,1.04016
5230,5.23,1.03729,1.04135
5231,5.231,1.04152,1.04186
5232,5.232,1.0367,1.03898
5233,5.233,1.03864,1.04263
5234,5.234,1.03602,1.03915
5235,5.235,1.03805,1.03292
5236,5.236,1.04016,1.04195
5237,5.237,1.03678,1.04093
5238,5.238,1.03644,1.03839
5239,5.239,1.03687,1.03889
5240,5.24,1.03695,1.03872
5241,5.241,1.03611,1.04042
5242,5.242,1.03577,1.03974
5243,5.243,1.03771,1.03737
5244,5.244,1.03999,1.03847
5245,5.245,1.03678,1.03881
5246,5.246,1.03746,1.04195
5247,5.247,1.03569,1.0372
5248,5.248,1.03644,1.03746
5249,5.249,1.03966,1.03847
5250,5.25,1.03746,1.0383
5251,5.251,1.03881,1.04212
5252,5.252,1.03712,1.03847
5253,5.253,1.04042,1.03771
5254,5.254,1.03805,1.03974
5255,5.255,1.0383,1.04033
5256,5.256,1.03949,1.03974
5257,5.257,1.03687,1.03586
5258,5.258,1.03729,1.03813
5259,5.259,1.03779,1.03889
5260,5.26,1.03915,1.03628
5261,5.261,1.03678,1.03796
5262,5.262,1.04016,1.03805
5263,5.263,1.03771,1.03991
5264,5.264,1.03729,1.03915
5265,5.265,1.03889,1.04255
5266,5.266,1.03788,1.03788
5267,5.267,1.03898,1.03889
5268,5.268,1.0367,1.03923
5269,5.269,1.03661,1.03906
5270,5.27,1.03712,1.03949
5271,5.271,1.03569,1.03779
5272,5.272,1.03923,1.03763
5273,5.273,1.0411,1.04144
5274,5.274,1.03974,1.03982
5275,5.275,1.03661,1.03898
5276,5.276,1.03703,1.03502
5277,5.277,1.03687,1.04008
5278,5.278,1.03974,1.04008
5279,5.279,1.03889,1.03661
5280,5.28,1.03881,1.03476
5281,5.281,1.03401,1.0372
5282,5.282,1.03628,1.03822
5283,5.283,1.03577,1.04067
5284,5.284,1.03661,1.03881
5285,5.285,1.03906,1.0356
5286,5.286,1.03712,1.03687
5287,5.287,1.03771,1.03999
5288,5.288,1.03999,1.04076
5289,5.289,1.0383,1.03729
5290,5.29,1.03703,1.0367
5291,5.291,1.03813,1.03661
5292,5.292,1.04042,1.04101
5293,5.293,1.03864,1.04016
5294,5.294,1.03763,1.03326
5295,5.295,1.03805,1.03544
5296,5.296,1.03915,1.03788
5297,5.297,1.03695,1.03855
5298,5.298,1.04067,1.04042
5299,5.299,1.03678,1.03569
5300,5.3,1.03518,1.03788
5301,5.301,1.04152,1.04152
5302,5.302,1.03695,1.04169
5303,5.303,1.03855,1.04101
5304,5.304,1.03594,1.03771
5305,5.305,1.03839,1.03957
5306,5.306,1.03771,1.04204
5307,5.307,1.03754,1.04093
5308,5.308,1.03872,1.0356
5309,5.309,1.03779,1.03586
5310,5.31,1.03535,1.03864
5311,5.311,1.03771,1.03881
5312,5.312,1.03881,1.03628
5313,5.313,1.03644,1.03763
5314,5.314,1.03636,1.03678
5315,5.315,1.03813,1.03949
5316,5.316,1.03502,1.03317
5317,5.317,1.03729,1.03544
5318,5.318,1.03653,1.03577
5319,5.319,1.03678,1.03796
5320,5.32,1.03763,1.04101
5321,5.321,1.03788,1.03628
5322,5.322,1.0367,1.03729
5323,5.323,1.03763,1.03813
5324,5.324,1.03889,1.03991
5325,5.325,1.0383,1.03966
5326,5.326,1.04059,1.03889
5327,5.327,1.03703,1.03805
5328,5.328,1.03678,1.03813
5329,5.329,1.03949,1.03966
5330,5.33,1.03594,1.0394
5331,5.331,1.03771,1.03569
5332,5.332,1.03796,1.03628
5333,5.333,1.03729,1.03966
5334,5.334,1.03881,1.04101
5335,5.335,1.03796,1.03788
5336,5.336,1.03644,1.03737
5337,5.337,1.03906,1.03703
5338,5.338,1.03881,1.04118
5339,5.339,1.03923,1.04246
5340,5.34,1.03754,1.03949
5341,5.341,1.03746,1.04016
5342,5.342,1.03729,1.03544
5343,5.343,1.0367,1.04025
5344,5.344,1.03763,1.04161
5345,5.345,1.04101,1.03864
5346,5.346,1.03746,1.03678
5347,5.347,1.03966,1.03628
5348,5.348,1.03729,1.04076
5349,5.349,1.03661,1.04204
5350,5.35,1.0383,1.04127
5351,5.351,1.03881,1.03991
5352,5.352,1.03788,1.03999
5353,5.353,1.03889,1.04221
5354,5.354,1.0372,1.04008
5355,5.355,1.03855,1.03872
5356,5.356,1.03577,1.03915
5357,5.357,1.03712,1.03653
5358,5.358,1.03932,1.04314
5359,5.359,1.03779,1.03906
5360,5.36,1.03796,1.03822
5361,5.361,1.03847,1.03796
5362,5.362,1.03695,1.04144
5363,5.363,1.03779,1.03805
5364,5.364,1.03906,1.03763
5365,5.365,1.03779,1.03813
5366,5.366,1.0367,1.03376
5367,5.367,1.03898,1.0405
5368,5.368,1.03813,1.03974
5369,5.369,1.03889,1.03771
5370,5.37,1.03628,1.03796
5371,5.371,1.03763,1.03779
5372,5.372,1.03796,1.03906
5373,5.373,1.03906,1.03678
5374,5.374,1.03796,1.03577
5375,5.375,1.0351,1.03628
5376,5.376,1.03796,1.04033
5377,5.377,1.03712,1.03796
5378,5.378,1.03813,1.03644
5379,5.379,1.03991,1.03678
5380,5.38,1.03974,1.03779
5381,5.381,1.03535,1.04033
5382,5.382,1.03805,1.03881
5383,5.383,1.03771,1.03636
5384,5.384,1.03957,1.03712
5385,5.385,1.0383,1.03881
5386,5.386,1.04016,1.03636
5387,5.387,1.03813,1.0346
5388,5.388,1.03653,1.03502
5389,5.389,1.03771,1.0356
5390,5.39,1.0383,1.04016
5391,5.391,1.03847,1.03839
5392,5.392,1.03847,1.03813
5393,5.393,1.03915,1.03619
5394,5.394,1.03881,1.04008
5395,5.395,1.03661,1.03763
5396,5.396,1.03889,1.03999
5397,5.397,1.03847,1.03839
5398,5.398,1.03527,1.03847
5399,5.399,1.0394,1.03763
5400,5.4,1.03754,1.04093
5401,5.401,1.0383,1.03864
5402,5.402,1.03796,1.03687
5403,5.403,1.03855,1.03703
5404,5.404,1.04016,1.03898
5405,5.405,1.0372,1.03923
5406,5.406,1.03695,1.03284
5407,5.407,1.03602,1.03644
5408,5.408,1.03779,1.03644
5409,5.409,1.03628,1.04016
5410,5.41,1.03678,1.03974
5411,5.411,1.03771,1.03577
5412,5.412,1.03737,1.03771
5413,5.413,1.03855,1.03763
5414,5.414,1.03729,1.03898
5415,5.415,1.03779,1.03644
5416,5.416,1.03881,1.03661
5417,5.417,1.03729,1.03376
5418,5.418,1.03619,1.03855
5419,5.419,1.03974,1.03771
5420,5.42,1.03763,1.03225
5421,5.421,1.03636,1.03569
5422,5.422,1.03779,1.03839
5423,5.423,1.04042,1.03712
5424,5.424,1.03544,1.03611
5425,5.425,1.03788,1.03535
5426,5.426,1.03813,1.03535
5427,5.427,1.03779,1.03847
5428,5.428,1.03982,1.03527
5429,5.429,1.03932,1.03527
5430,5.43,1.03822,1.03502
5431,5.431,1.03493,1.03805
5432,5.432,1.03974,1.04084
5433,5.433,1.03813,1.03881
5434,5.434,1.03847,1.03367
5435,5.435,1.03594,1.03267
5436,5.436,1.03763,1.02407
5437,5.437,1.03661,1.01306
5438,5.438,1.03754,1.00428
5439,5.439,1.03763,0.99056
5440,5.44,1.03864,0.96778
5441,5.441,1.03636,0.98536
5442,5.442,1.03569,0.99322
5443,5.443,1.03653,0.99467
5444,5.444,1.03754,0.9959
5445,5.445,1.03906,0.99644
5446,5.446,1.03602,0.99467
5447,5.447,1.03805,0.99906
5448,5.448,1.03949,1.00412
5449,5.449,1.03779,1.01378
5450,5.45,1.03712,1.0253
5451,5.451,1.03763,1.03763
5452,5.452,1.03864,1.03881
5453,5.453,1.03788,1.03796
5454,5.454,1.03619,1.03864
5455,5.455,1.03636,1.03779
5456,5.456,1.03653,1.04059
5457,5.457,1.03771,1.03788
5458,5.458,1.03468,1.03746
5459,5.459,1.0367,1.04152
5460,5.46,1.03847,1.03813
5461,5.461,1.03737,1.04161
5462,5.462,1.04016,1.04067
5463,5.463,1.03661,1.03805
5464,5.464,1.03703,1.04255
5465,5.465,1.03476,1.0405
5466,5.466,1.03703,1.03644
5467,5.467,1.04008,1.03493
5468,5.468,1.0367,1.03577
5469,5.469,1.03889,1.03822
5470,5.47,1.03594,1.03754
5471,5.471,1.03661,1.03476
5472,5.472,1.03712,1.01902
5473,5.473,1.03636,1.03779
5474,5.474,1.0367,1.03932
5475,5.475,1.03788,1.04084
5476,5.476,1.03746,1.03703
5477,5.477,1.03737,1.03915
5478,5.478,1.03763,1.03544
5479,5.479,1.03763,1.03999
5480,5.48,1.03805,1.03367
5481,5.481,1.03493,1.0383
5482,5.482,1.03746,1.03779
5483,5.483,1.03418,1.04033
5484,5.484,1.03779,1.03881
5485,5.485,1.03653,1.03779
5486,5.486,1.03813,1.03771
5487,5.487,1.03544,1.03763
5488,5.488,1.03502,1.04025
5489,5.489,1.03712,1.03822
5490,5.49,1.03628,1.0446
5491,5.491,1.0383,1.04366
5492,5.492,1.03771,1.04289
5493,5.493,1.03493,1.04204
5494,5.494,1.03796,1.04178
5495,5.495,1.03746,1.04025
5496,5.496,1.03687,1.04263
5497,5.497,1.03746,1.04238
5498,5.498,1.03493,1.04076
5499,5.499,1.03737,1.03881
5500,5.5,1.03695,1.03788
5501,5.501,1.03729,1.03847
5502,5.502,1.03839,1.04067
5503,5.503,1.03712,1.03737
5504,5.504,1.03418,1.03839
5505,5.505,1.03763,1.03932
5506,5.506,1.03737,1.03881
5507,5.507,1.03695,1.04025
5508,5.508,1.03493,1.03881
5509,5.509,1.03687,1.03602
5510,5.51,1.03619,1.0356
5511,5.511,1.03418,1.04118
5512,5.512,1.03577,1.04033
5513,5.513,1.0351,1.03544
5514,5.514,1.03771,1.03544
5515,5.515,1.03932,1.03923
5516,5.516,1.03847,1.03889
5517,5.517,1.03712,1.03847
5518,5.518,1.03779,1.03822
5519,5.519,1.03729,1.03737
5520,5.52,1.03847,1.04135
5521,5.521,1.03644,1.04093
5522,5.522,1.03805,1.03966
5523,5.523,1.03644,1.03729
5524,5.524,1.03678,1.03872
5525,5.525,1.03703,1.03982
5526,5.526,1.03619,1.03788
5527,5.527,1.0346,1.03678
5528,5.528,1.03569,1.03813
5529,5.529,1.03729,1.03695
5530,5.53,1.03636,1.03864
5531,5.531,1.03628,1.03982
5532,5.532,1.03898,1.03712
5533,5.533,1.03712,1.03275
5534,5.534,1.03594,1.03872
5535,5.535,1.03763,1.03923
5536,5.536,1.03695,1.03628
5537,5.537,1.03619,1.03847
5538,5.538,1.0367,1.03217
5539,5.539,1.03712,1.03813
5540,5.54,1.03805,1.04033
5541,5.541,1.03628,1.03687
5542,5.542,1.03712,1.03898
